,Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Performance_Score,Remote_Work,Department,Region,Status_code,Remote_Work_code,Performance_Score_code,Department_Code,Tenure_Date
133,EMP1133,Alice,Jones,34.0,Pending,2023-11-02,114465.04,Good,False,Cloud Tech,New York,2,0,2,1,671
134,EMP1134,Bob,Davis,40.0,Pending,2024-11-22,57035.51,Poor,True,Cloud Tech,Nevada,2,1,0,1,285
135,EMP1135,Eva,Jones,25.0,Active,2021-08-23,75092.43,Excellent,True,Cloud Tech,California,1,1,3,1,1472
136,EMP1136,David,Smith,35.0,Pending,2024-06-11,62603.98,Good,False,Finance,Illinois,2,0,2,3,449
137,EMP1137,Grace,Smith,34.0,Inactive,2023-04-09,60018.24,Excellent,False,DevOps,New York,0,0,3,2,878
138,EMP1138,Eva,Davis,40.0,Active,2024-07-05,82567.73,Poor,True,HR,Nevada,1,1,0,4,425
139,EMP1139,Charlie,Smith,25.0,Pending,2021-09-04,94725.71,Poor,False,Finance,California,2,0,0,3,1460
140,EMP1140,Eva,Garcia,40.0,Inactive,2024-10-13,83824.56,Poor,False,HR,New York,0,0,0,4,325
141,EMP1141,Frank,Smith,31.0,Inactive,2020-02-14,118456.11,Excellent,True,HR,Nevada,0,1,3,4,2028
142,EMP1142,Eva,Brown,25.0,Pending,2020-04-10,113743.19,Good,True,Sales,Nevada,2,1,2,5,1972
143,EMP1143,Eva,Garcia,30.0,Active,2023-07-27,63309.24,Good,False,Sales,California,1,0,2,5,769
144,EMP1144,Charlie,Garcia,25.0,Active,2021-09-24,105202.73,Excellent,True,DevOps,Nevada,1,1,3,2,1440
145,EMP1145,Frank,Davis,30.0,Inactive,2024-03-10,79085.22,Good,True,Cloud Tech,California,0,1,2,1,542
146,EMP1146,Frank,Williams,31.0,Active,2021-06-10,113983.43,Excellent,True,Sales,California,1,1,3,5,1546
147,EMP1147,Eva,Williams,35.0,Active,2020-10-15,102790.6,Good,False,Cloud Tech,Florida,1,0,2,1,1784
148,EMP1148,Grace,Smith,33.0,Inactive,2020-01-29,68512.1,Average,False,HR,Texas,0,0,1,4,2044
149,EMP1149,Frank,Garcia,35.0,Pending,2022-01-30,57584.23,Average,True,Sales,Florida,2,1,1,5,1312
150,EMP1150,Alice,Williams,33.0,Pending,2021-03-29,95335.67,Poor,False,Sales,California,2,0,0,5,1619
151,EMP1151,Heidi,Williams,35.0,Active,2020-10-13,53174.28,Average,True,DevOps,Florida,1,1,1,2,1786
152,EMP1152,Heidi,Smith,25.0,Pending,2020-10-04,77205.21,Average,False,Cloud Tech,New York,2,0,1,1,1795
153,EMP1153,Grace,Williams,31.0,Active,2024-12-18,79041.92,Average,True,DevOps,Nevada,1,1,1,2,259
154,EMP1154,Heidi,Jones,34.0,Active,2023-11-14,75937.1,Excellent,True,Finance,California,1,1,3,3,659
155,EMP1155,David,Johnson,35.0,Inactive,2023-01-20,113118.73,Average,False,Cloud Tech,Nevada,0,0,1,1,957
156,EMP1156,Alice,Davis,40.0,Active,2024-10-02,107693.38,Average,True,HR,New York,1,1,1,4,336
157,EMP1157,David,Johnson,31.0,Inactive,2021-05-13,119217.46,Poor,False,Cloud Tech,Texas,0,0,0,1,1574
158,EMP1158,David,Smith,25.0,Pending,2021-03-18,106913.71,Average,False,Sales,New York,2,0,1,5,1630
159,EMP1159,Charlie,Brown,35.0,Active,2020-09-23,87815.08,Average,True,Cloud Tech,California,1,1,1,1,1806
160,EMP1160,Bob,Davis,25.0,Inactive,2024-06-05,105190.21,Good,True,Admin,Texas,0,1,2,0,455
161,EMP1161,Alice,Smith,30.0,Active,2024-02-28,79467.24,Poor,False,HR,Texas,1,0,0,4,553
162,EMP1162,Bob,Garcia,40.0,Pending,2023-04-30,57633.78,Poor,True,Finance,California,2,1,0,3,857
163,EMP1163,Alice,Brown,33.0,Pending,2020-03-04,54257.78,Poor,True,HR,Florida,2,1,0,4,2009
164,EMP1164,Grace,Johnson,40.0,Inactive,2023-12-29,113679.06,Poor,True,DevOps,Texas,0,1,0,2,614
165,EMP1165,Bob,Smith,35.0,Active,2020-09-15,69251.12,Poor,True,Sales,New York,1,1,0,5,1814
166,EMP1166,Frank,Garcia,40.0,Inactive,2022-07-18,85388.58,Poor,True,Sales,Illinois,0,1,0,5,1143
167,EMP1167,Bob,Davis,32.0,Inactive,2022-07-13,112166.37,Excellent,False,DevOps,New York,0,0,3,2,1148
168,EMP1168,Heidi,Davis,40.0,Active,2021-10-02,79873.48,Average,False,Finance,Nevada,1,0,1,3,1432
169,EMP1169,Frank,Miller,30.0,Active,2020-07-05,108224.03,Poor,True,DevOps,Florida,1,1,0,2,1886
170,EMP1170,Bob,Garcia,35.0,Active,2023-04-16,116963.72,Average,True,Admin,Illinois,1,1,1,0,871
171,EMP1171,Bob,Jones,40.0,Inactive,2024-11-12,114109.06,Average,True,HR,Nevada,0,1,1,4,295
172,EMP1172,Eva,Williams,34.0,Active,2023-03-29,85518.88,Excellent,False,HR,California,1,0,3,4,889
173,EMP1173,Heidi,Brown,30.0,Pending,2022-01-22,58041.97,Poor,True,Cloud Tech,California,2,1,0,1,1320
174,EMP1174,David,Garcia,40.0,Pending,2023-10-14,94988.94,Good,False,Sales,Illinois,2,0,2,5,690
175,EMP1175,Eva,Miller,25.0,Pending,2024-04-10,71628.93,Excellent,False,Admin,California,2,0,3,0,511
176,EMP1176,Alice,Williams,30.0,Pending,2022-03-31,54870.98,Good,False,Admin,Illinois,2,0,2,0,1252
177,EMP1177,Alice,Williams,25.0,Active,2022-02-09,79388.27,Average,True,DevOps,Illinois,1,1,1,2,1302
178,EMP1178,Frank,Smith,35.0,Pending,2023-05-06,55946.99,Average,False,DevOps,California,2,0,1,2,851
179,EMP1179,Charlie,Williams,33.0,Active,2021-07-11,81017.91,Excellent,True,Cloud Tech,Nevada,1,1,3,1,1515
180,EMP1180,Heidi,Jones,40.0,Pending,2020-08-21,74162.1,Excellent,False,HR,New York,2,0,3,4,1839
181,EMP1181,Heidi,Davis,35.0,Active,2021-03-27,77668.44,Good,True,DevOps,California,1,1,2,2,1621
182,EMP1182,Alice,Miller,30.0,Active,2024-04-14,67886.37,Poor,False,HR,New York,1,0,0,4,507
183,EMP1183,Alice,Williams,40.0,Active,2020-09-21,76614.52,Good,True,DevOps,Florida,1,1,2,2,1808
184,EMP1184,Frank,Smith,25.0,Active,2022-06-12,51311.91,Excellent,False,Finance,Nevada,1,0,3,3,1179
185,EMP1185,Frank,Jones,32.0,Inactive,2023-12-24,94809.92,Good,True,Finance,Illinois,0,1,2,3,619
186,EMP1186,Grace,Johnson,25.0,Pending,2022-07-31,108241.81,Excellent,True,HR,New York,2,1,3,4,1130
187,EMP1187,Bob,Davis,40.0,Inactive,2023-04-21,78031.49,Good,True,Cloud Tech,New York,0,1,2,1,866
188,EMP1188,Eva,Davis,35.0,Active,2020-06-05,85733.83,Excellent,True,Admin,California,1,1,3,0,1916
189,EMP1189,David,Miller,35.0,Pending,2024-07-27,60338.29,Excellent,False,HR,Nevada,2,0,3,4,403
190,EMP1190,Eva,Davis,30.0,Active,2024-04-05,103140.67,Excellent,False,Admin,Illinois,1,0,3,0,516
191,EMP1191,Heidi,Williams,40.0,Inactive,2023-10-26,114690.8,Poor,True,Sales,Illinois,0,1,0,5,678
192,EMP1192,Frank,Smith,35.0,Active,2022-08-18,80954.56,Good,False,Admin,Florida,1,0,2,0,1112
193,EMP1193,Eva,Davis,36.0,Pending,2020-05-31,71728.55,Good,True,Cloud Tech,California,2,1,2,1,1921
194,EMP1194,Alice,Davis,35.0,Pending,2024-11-04,118415.8,Good,True,HR,Texas,2,1,2,4,303
195,EMP1195,Grace,Johnson,40.0,Pending,2020-03-25,81481.36,Excellent,False,Sales,Illinois,2,0,3,5,1988
196,EMP1196,David,Johnson,35.0,Pending,2020-11-04,117040.57,Good,True,Sales,Florida,2,1,2,5,1764
197,EMP1197,Frank,Brown,25.0,Active,2020-03-21,67342.06,Good,True,Sales,Nevada,1,1,2,5,1992
198,EMP1198,Heidi,Jones,29.0,Active,2022-01-15,76099.64,Excellent,False,Sales,Illinois,1,0,3,5,1327
199,EMP1199,Grace,Williams,35.0,Active,2024-06-04,94162.06,Average,True,DevOps,Illinois,1,1,1,2,456
200,EMP1200,Frank,Davis,25.0,Inactive,2021-08-04,67639.7,Excellent,True,Sales,Nevada,0,1,3,5,1491
201,EMP1201,Charlie,Garcia,35.0,Pending,2020-10-16,114172.25,Good,True,Cloud Tech,Illinois,2,1,2,1,1783
202,EMP1202,Grace,Davis,30.0,Active,2021-09-26,89124.54,Excellent,True,Sales,Nevada,1,1,3,5,1438
203,EMP1203,Frank,Smith,30.0,Pending,2023-11-04,113871.36,Average,False,DevOps,Nevada,2,0,1,2,669
204,EMP1204,Grace,Brown,29.0,Inactive,2021-09-24,62618.4,Excellent,False,HR,Texas,0,0,3,4,1440
205,EMP1205,Heidi,Jones,30.0,Active,2020-06-07,70705.45,Good,False,Admin,New York,1,0,2,0,1914
206,EMP1206,Alice,Garcia,35.0,Pending,2022-02-10,60797.69,Average,True,Sales,New York,2,1,1,5,1301
207,EMP1207,Charlie,Brown,40.0,Inactive,2023-10-17,100371.0,Poor,True,Cloud Tech,Florida,0,1,0,1,687
208,EMP1208,Eva,Miller,40.0,Active,2021-09-25,117591.76,Good,False,Admin,Illinois,1,0,2,0,1439
209,EMP1209,David,Jones,35.0,Inactive,2022-08-03,103860.7,Average,True,DevOps,Illinois,0,1,1,2,1127
210,EMP1210,Grace,Davis,30.0,Active,2024-11-22,67500.22,Average,True,Admin,Illinois,1,1,1,0,285
211,EMP1211,Frank,Davis,34.0,Pending,2024-10-09,58727.44,Poor,True,Cloud Tech,Nevada,2,1,0,1,329
212,EMP1212,Charlie,Jones,35.0,Active,2024-08-28,80623.08,Excellent,True,Finance,Illinois,1,1,3,3,371
213,EMP1213,David,Davis,40.0,Inactive,2020-04-19,77751.78,Excellent,False,HR,Texas,0,0,3,4,1963
214,EMP1214,Grace,Williams,25.0,Active,2021-10-14,115157.81,Good,False,HR,New York,1,0,2,4,1420
215,EMP1215,Frank,Jones,30.0,Inactive,2024-08-26,83071.85,Poor,False,Admin,Texas,0,0,0,0,373
216,EMP1216,Heidi,Brown,40.0,Active,2020-02-08,67914.67,Excellent,True,Sales,Texas,1,1,3,5,2034
217,EMP1217,Grace,Jones,25.0,Inactive,2020-09-06,53342.46,Poor,False,HR,New York,0,0,0,4,1823
218,EMP1218,Heidi,Garcia,25.0,Pending,2023-01-02,51150.47,Excellent,False,Cloud Tech,Florida,2,0,3,1,975
219,EMP1219,David,Davis,30.0,Active,2023-06-13,74697.12,Average,True,HR,Florida,1,1,1,4,813
220,EMP1220,Charlie,Williams,25.0,Active,2022-12-13,88085.74,Excellent,True,Sales,California,1,1,3,5,995
221,EMP1221,Alice,Williams,40.0,Pending,2022-03-03,118672.76,Poor,False,Finance,Texas,2,0,0,3,1280
222,EMP1222,Alice,Miller,35.0,Active,2024-02-10,95997.31,Average,False,Cloud Tech,California,1,0,1,1,571
223,EMP1223,Frank,Brown,30.0,Pending,2021-11-24,106945.62,Average,False,Cloud Tech,California,2,0,1,1,1379
224,EMP1224,Heidi,Johnson,40.0,Active,2020-05-09,100123.15,Average,False,DevOps,New York,1,0,1,2,1943
225,EMP1225,Alice,Johnson,35.0,Active,2024-12-19,52933.42,Poor,True,Admin,Texas,1,1,0,0,258
